Advisory,Advisory ID,Published Date,Updated Date,URL,CVE IDs,Description,CVSS Base Score 3.1,CVSS Vector 3.1,CVSS Base Score 4.0,CVSS Vector 4.0,Affected Products,Recommendation
Intel® Ethernet Controllers and Adapters Advisory,INTEL-SA-00835,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00835.html,['CVE-2023-22276'],Race condition in firmware for some Intel(R) Ethernet Controllers and Adapters E810 Series before version 1.7.2.4 may allow an authenticated user to potentially enable denial of service via local access.,,,,,Intel® Ethernet Network Controllers and Adapters E810 (Columbiaville) Series before version 1.7.2.4.,"Intel recommends updating the firmware for impacted Intel® Ethernet Controllers and Adapters to the versions provided below or later: Intel® E810 Ethernet Controllers and Adapters to firmware version 1.7.2.4 or later.
Firmware version, as reported by the device, corresponding to the release numbers above are: Software Release Version 28.0, Device Reports 1.7.2.4, NVM version 4.20. Updates are available here: https://www.intel.com/content/www/us/en/support/products/36773/ethernet-products.html#support-product-selector"
Intel® Server Boards and Server System Firmware Update Utility Advisory,INTEL-SA-00830,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00830.html,['CVE-2023-22841'],Unquoted search path in the software installer for the System Firmware Update Utility (SysFwUpdt) for some Intel(R) Server Boards and Intel(R) Server Systems Based on Intel(R) 621A Chipset before version 16.0.7 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,System Firmware Update Utility (SysFwUpdt) for Intel® Server Boards and Intel® Server Systems Based on Intel® 621A Chipset before version 16.0.7.,"Intel recommends updating System Firmware Update Utility for Intel® Server Boards and Intel® Server Systems Based on Intel® 621A Chipset to version 16.0.7 or later. Updates are available for download at this location:
https://www.intel.com/content/www/us/en/download/765095/server-firmware-update-utility-sysfwupdt-for-intel-server-boards-and-intel-server-systems.html"
Intel® NUC CID Advisory,INTEL-SA-00829,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00829.html,['CVE-2023-23577'],Uncontrolled search path element for some ITE Tech consumer infrared drivers before version 5.5.2.1 for Intel(R) NUC may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,ITE Tech consumer infrared drivers before version 5.5.2.1 for Intel® NUC.,Intel recommends updating ITE Tech consumer infrared drivers to version 5.5.2.1 or later for Intel® NUC. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/19257/ite-tech-consumer-infrared-cir-driver-for-windows-10-windows-11-for-intel-nuc-products.html
2023.3 IPU - Intel® Processor Advisory,INTEL-SA-00828,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00828.html,['CVE-2022-40982'],Information exposure through microarchitectural state after transient execution in certain vector execution units for some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,,,,,Consult this list of affected products here.,
Intel® Unite® Software Advisory,INTEL-SA-00826,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00826.html,"['CVE-2023-25773', 'CVE-2023-25182']",Uncontrolled search path element in the Intel(R) Unite(R) Client software for Mac before version 4.2.11 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Unite® Client software for Mac before version 4.2.11. Intel® Unite® Hub software installer for Windows before version Release 4.2.34962.,"Intel recommends updating the Intel® Unite® Client software for Mac to version 4.2.11 or later. Updates are available for download at these locations:
https://www.intel.com/content/www/us/en/download/18457  Intel recommends updating the Intel® Unite® Hub software for Windows to version 4.2.34962 or later. Updates are available for download at these locations:
https://www.intel.com/content/www/us/en/download/18371"
Intel® oneVPL GPU Runtime Advisory,INTEL-SA-00818,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00818.html,"['CVE-2023-22338', 'CVE-2023-22840']",Improper neutralization in software for the Intel(R) oneVPL GPU software before version 22.6.5 may allow an authenticated user to potentially enable denial of service via local access.,,,,,Intel® oneVPL GPU Runtime software before version 22.6.5.,"Intel recommends updating Intel® oneVPL GPU Runtime software to version 22.6.5 or later. Updates are available for download at this location:
https://github.com/oneapi-src/oneVPL-intel-gpu/releases"
2023.3 IPU - BIOS Advisory,INTEL-SA-00813,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00813.html,"['CVE-2022-37343', 'CVE-2022-44611', 'CVE-2022-38083', 'CVE-2022-27879', 'CVE-2022-43505']",Insufficient control flow management in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable denial of service via local access.,,,,,"CVE-2022-37343 Product Collection

Vertical Segment

CPU ID

Platform ID

Intel Atom® processor C3000 series

Server

506F1

01

Intel® Xeon® D Processor

Server

606C1

01

Intel Atom® processor P5000 series

Server

80665
80667

01  CVE-2022-44611 Product Collection

Vertical Segment

CPU ID

Platform ID

Intel® Xeon® E Processor Family

Server

906EA
906ED
22

11th Gen Intel® Core™ Processor Family

Desktop,
Mobile

806C1
806C2
806D1

C2
80

10th Gen Intel® Core™ Processor Family

Desktop,
Mobile
706E5

80

10th Gen Intel® Core™ Processor Family

Desktop,
Mobile
A0652
A0653
A0655
A0660
A0661
806EC
20
01
22
80
80
07
11th Gen Intel® Core™ Processor Family,
Intel® Xeon® W processor 1300 series
Desktop,
Mobile
A0671
A0653

01

9th Gen Intel® Core™ Processor Family,
8th Gen Intel® Core™ Processor Family
Desktop,
Mobile
906EA
906EB
906EC
906ED
806EA

22
C0

8th Generation Intel® Core™ Processors

Mobile,
Embedded
806EB
806EC

D0
94

Intel® Celeron® J6413, N6211.
Intel® Pentium® J6425, N6415.
Intel® Atom® x6211E, x6413E, x6425E,
x6212RE, x6414RE, x6425RE, x6427FE, x6200FE.
Embedded

90661

C2  CVE-2022-27879 Product Collection

Vertical Segment

CPU ID

Platform ID

Intel® Pentium® Processor J Series, 
Intel® Pentium® Processor N Series,
Intel® Celeron® Processor J Series,
Intel® Celeron® Processor N Series,
Intel® Atom® Processor A Series,
Intel® Atom® Processor E3900 Series
Desktop,
Mobile,
Embedded

506C9
506CA

03

Intel® Pentium® Processor Silver Series, 
Intel® Celeron® Processor J Series, 
Intel® Celeron® Processor N Series
Desktop,
Mobile

706A1
706A8

01  CVE-2022-38083 Product Collection

Vertical Segment

CPU ID

Platform ID

Intel® Xeon® Processor E7 v4 Family

Server

406F1

EF

Intel® Xeon® Processor E5 v4 Family,
Intel® Core™ X-series Processors
Server

406F1

EF

Intel® Xeon® Processor E7 v3 Family

Server

306F4

B0

Intel® Xeon® Processor E5 v3 Family

Server

306F2

6F

Intel® Xeon® Processor D Family

Server

50665

10

Intel® Xeon® Processor D Family

Server

50663

10

Intel® Xeon® Processor D Family

Server

50664

10

Intel® Xeon® D-1633N Processor

Server

50665

10  CVE-2022-43505 Product Collection

Vertical Segment

CPU ID

Platform ID

Intel® Pentium® Processor J Series,
Intel® Pentium® Processor N Series,
Intel® Celeron® Processor J Series,
Intel® Celeron® Processor N Series,
Intel® Atom® Processor A Series,
Intel® Atom® Processor E3900 Series
Desktop,
Mobile

506C9

03

Intel® Pentium® Processor J Series,
Intel® Pentium® Processor N Series,
Intel® Celeron® Processor J Series,
Intel® Celeron® Processor N Series,
Intel® Atom® Processor A Series,
Intel® Atom® Processor E3900 Series
Embedded

506C9

03

Intel® Pentium® Processor J Series,
Intel® Pentium® Processor N Series,
Intel® Celeron® Processor J Series,
Intel® Celeron® Processor N Series,
Intel® Atom® Processor A Series,
Intel® Atom® Processor E3900 Series
Embedded

506CA

03

3rd Generation Intel® Xeon® Scalable Processor Family

Server

5065B

BF

Intel® Denverton Atom® Processor C3XXX

Server

506F1

01
Intel® Xeon® Processor D Family

Server

50665

10

Intel® Xeon® Processor D Family

Server

50663

10

Intel® Xeon® D-1633N Processor

Server

50665


10

Intel® Xeon® Processor E3 v6 Family

Server,
Workstation,
AMT Server
906E9

2A

10th Generation Intel® Core™ Processor Family

Desktop,
Mobile,
Embedded

A0652
A0653
A0655
A0660
A0661
806EC

20
01
22
02
80
94

Intel® Core™ Processors with Intel® Hybrid Technology

Mobile

806A1

10

Intel® Xeon® Processor E7 v4 Family

Server

406F1

EF

Intel® Xeon® Processor E7 v3 Family

Server

306F4

80

10th Generation Intel® Core™ Processor Family

Server

606A6

80

Intel® Xeon® Processor W Family

Workstation

50657

BF

2nd Generation Intel® Xeon® Scalable Processors

Server

50657

BF

Intel® Xeon® Scalable Processors

Server

50653
50654

97
BF

Intel® Xeon® Processor D Family

Server

50654

B7

Intel® Xeon® Processor E5 v4 Family,
Intel® Core™ X-series Processors
Server

406F1

EF

Intel® Xeon® Processor E5 v3 Family

Server

306F2

6F

Intel® Pentium® Processor Silver Series,
Intel® Celeron® Processor J Series,
Intel® Celeron® Processor N Series
Desktop,
Mobile,
Embedded
706A1
706A8

01

8th Generation Intel® Core™ Processor Family,
10th Generation Intel® Core™ Processor Family

Mobile

806E9
806EC

10
94

8th Generation Intel® Core™ Processors

Mobile,
Embedded
806EB
806EC
D0
94
8th Generation Intel® Core™ Processor Family,
7th Generation Intel® Core™ Processor Family,
Intel® Core™ X-series Processors
Desktop,
Mobile,
Embedded
906E9
806EA
806E9
2A
C0

Intel® Xeon® Processor W Family,
Intel® Core™ X-series Processors
Desktop,
Workstation
50654

B7

Intel® Core™ X-series Processors

Desktop

50657

B7

8th Generation Intel® Core™ Processor Family,
Intel® Pentium® Gold Processor Series,
Intel® Celeron® Processor G Series
Desktop

906EB

02

8th Generation Intel® Core™ Processor Family

Desktop

906EA

22

9th Generation Intel® Core™ Processor Family

Desktop

906ED

22 ",
Intel® ArcTM Graphics Cards Advisory,INTEL-SA-00812,"September 1, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00812.html,[],,,,,,Intel® Arc™ graphics cards A770 and A750 Limited Edition purchased through retail outlets between October of 2022 and December of 2022.,Contact Intel product support in your region for assistance with any Intel® Arc™ graphics cards A770 and A750 Limited Edition purchased through retail outlets between October of 2022 and December of 2022.
Intel® Quartus® for Linux Advisory,INTEL-SA-00800,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00800.html,['CVE-2023-24016'],Uncontrolled search path element in some Intel(R) Quartus(R) Prime Pro and Standard edition software for linux may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,"Intel® Quartus® Prime Pro edition software for Linux before version 22.4.

Intel® Quartus® Prime Standard edition software for Linux before version 22.1STD.",Intel recommends updating the Intel® Quartus® Prime Pro edition software for Linux to version 22.4 or later. Intel recommends updating the Intel® Quartus® Prime Standard edition software for Linux to version 22.1STD or later. Updates are available for download at these locations: http://fpgasoftware.intel.com/?edition=pro http://fpgasoftware.intel.com/?edition=standard
Intel® RST Software Installer Advisory,INTEL-SA-00795,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00795.html,['CVE-2022-43456'],"Uncontrolled search path in some Intel(R) RST software before versions 16.8.5.1014.5, 17.11.3.1010.2, 18.7.6.1011.2 and 19.5.2.1049.5 may allow an authenticated user to potentially enable escalation of privilege via local access.",,,,,,"Intel recommends updating Intel® RST software to the latest versions. Updates are available for download at the following locations: Intel® RST Driver Installation Software with Intel® Optane™ Memory (11th up to 13th Gen Platforms) to version 19.5.2.1049.5 or later:
https://www.intel.com/content/www/us/en/download/720755/
Intel® RST Driver Installation Software with Intel® Optane™ Memory (10th and 11th Gen Platforms) to version 18.7.6.1010.3 or later:
https://www.intel.com/content/www/us/en/download/19512
Intel® RST Driver Installation Software with Intel® Optane™ Memory (8th and 9th Gen Platforms) to version 17.11.3.1010.2 or later:
https://www.intel.com/content/www/us/en/download/19755
Intel® RST User Interface and Driver software to version 16.8.5.1014.5 or later:
https://www.intel.com/content/www/us/en/download/15667"
Intel® Ethernet Controller RDMA Driver for Linux Advisory,INTEL-SA-00794,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00794.html,['CVE-2023-25775'],Improper access control in the Intel(R) Ethernet Controller RDMA driver for linux before version 1.9.30 may allow an unauthenticated user to potentially enable escalation of privilege via network access.,,,,,Intel® Ethernet Controller RDMA driver for linux before version 1.9.30.,"Intel recommends updating the Intel® Ethernet Controller RDMA driver for linux to version 1.9.30 or later. Intel® Ethernet Controller RDMA driver for linux to mitigate this vulnerability will be up streamed by August 08, 2023. Consult the regular open-source channels to obtain this update."
2023.3 IPU - Intel® Chipset Firmware Advisory,INTEL-SA-00783,"January 12, 2024","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00783.html,"['CVE-2022-36392', 'CVE-2022-38102', 'CVE-2022-29871']",Improper access control in the Intel(R) CSME software installer before version 2306.4.10.0 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,"Chipset/SOC

Versions Before

CVE ID

Intel Atom® processor X E3900 series
Intel® Pentium® processor J4000/N4000 series
Celeron® processor J3000/N3000 series

3.1.94

CVE-2022-29871

Intel® Pentium® processor J5000/N5000 series
Celeron® processor J4000/N4000 series

4.0.48

CVE-2022-29871

Intel® C420 Chipset
Intel® X299 Chipset

11.12.94

CVE-2022-36392
CVE-2022-29871

Intel® C420 Chipset
Intel® X299 Chipset

11.12.94

CVE-2022-36392
CVE-2022-29871

Intel® C230 Series Chipset

11.12.94

CVE-2022-36392
CVE-2022-29871

2nd Gen Intel® Xeon® Scalable processor
Intel® Xeon® W processor 3200 series
1st Gen Intel® Xeon® Scalable processor
Intel® Xeon® W processor 3100 series

11.22.94

CVE-2022-29871

8th Gen Intel® Core™ processor

11.8.94

CVE-2022-36392
CVE-2022-29871

Intel® 200 Series Chipset
Sunrise Point/Skylake
Intel® 100 Series Chipset

11.8.94

CVE-2022-36392
CVE-2022-29871

Intel® 300 Series Chipset

12.0.93

CVE-2022-36392
CVE-2022-29871

Intel® C240 Series Chipset

12.0.93

CVE-2022-36392
CVE-2022-29871

8th Gen Intel® Core™ processor
Pentium® Gold processor series (G54XXU)
Celeron® processor 4000 series

12.0.93

CVE-2022-36392
CVE-2022-29871

10th Gen Intel® Core™ processor

13.0.65

CVE-2022-29871

Intel® Core™ i5 L16G7
Intel® Core™ i3 L13G4

13.30.35

CVE-2022-29871

Pentium® Silver processor series
Celeron® processor N series

13.50.25

CVE-2022-29871

Intel® 400 Series Chipset

14.1.70

CVE-2022-36392
CVE-2022-29871

Intel® 400 Series Chipset

14.1.70

CVE-2022-36392
CVE-2022-29871

Intel® 400 Series Chipset

14.5.50

CVE-2022-36392
CVE-2022-29871

Intel Atom® x6000E series
Intel Pentium® and Celeron® N and J Series processors

15.0.45

CVE-2022-38102
CVE-2022-29871

Intel® 500 Series Chipset

15.0.45

CVE-2022-36392
CVE-2022-38102
CVE-2022-29871

Intel® C250 Series Chipset

15.0.45

CVE-2022-38102
CVE-2022-29871

Intel® 500 Series Chipset

15.0.45

CVE-2022-36392
CVE-2022-38102
CVE-2022-29871

Intel® 600 Series Chipset

16.1.27

CVE-2022-36392
CVE-2022-38102
CVE-2022-29871  Intel® CSME software installer before version 2306.4.10.0. Intel® CSME, Intel® AMT and Intel® Standard Manageability before versions 3.1.94, 4.0.48, 11.12.94, 11.22.94, 11.8.94, 12.0.93, 13.0.65, 13.30.35, 13.50.25, 14.1.70, 14.5.50, 15.0.45, and 16.1.27.","Intel recommends that users of Intel® Converged Security Management Engine (CSME), Active Management Technology (AMT) and Intel® Standard Manageability software update to the latest version provided by the system manufacturer that addresses these issues."
Intel® PROSet/Wireless WiFi and KillerTM WiFi Advisory,INTEL-SA-00766,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00766.html,"['CVE-2022-27635', 'CVE-2022-46329', 'CVE-2022-40964', 'CVE-2022-36351', 'CVE-2022-38076']",Improper input validation in some Intel(R) PROSet/Wireless WiFi and Killer(TM) WiFi software may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,"Intel® PROSet/Wireless WiFi software before version 22.200, Killer™ WiFi software before and UEFI firmware before version 3.2.20.23023 (includes versions 2.2.20.23023 and 1.2.20.23023). CVE ID
Affected Products
Affected OS
CVE-2022-27635
CVE-2022-40964
Intel® Wi-Fi 6 AX2011
Intel® Wi-Fi 6E AX4111
Intel® Wi-Fi 6E AX2111
Intel® Wi-Fi 6E AX2102
Intel® Wireless-AC 95601
Intel® Wireless-AC 94621
Intel® Wireless-AC 94611
Windows 10 & 11
Linux
Chrome OS
UEFI  
CVE-2022-27635
CVE-2022-40964
Killer™ Wireless-AC 1550i/s1
Killer™ Wi-Fi 6E AX1690i/s1
Killer™ Wi-Fi 6E AX1675x/w2
Killer™ Wi-Fi 6E AX1675i/s1
Killer™ Wi-Fi 6 AX1650i/s1
Windows 10 & 11  
CVE-2022-46329
Intel® Wi-Fi 6 AX201
Windows 10 & 11
CVE-2022-36351
Intel® Wi-Fi 6 AX101
Intel® Wi-Fi 6 AX201
Intel® Wi-Fi 6 AX200
Intel® Wi-Fi 6 AX203
Intel® Wi-Fi 6E AX411
Intel® Wi-Fi 6E AX211
Intel® Wi-Fi 6E AX210
Windows 10 & 11
Linux
Chrome OS
UEFI  
CVE-2022-36351
Killer™ Wi-Fi 6 AX1650
Killer™ Wi-Fi 6E AX1690
Killer™ Wi-Fi 6E AX1675
Windows 10 & 11  
CVE-2022-38076
Intel® Wireless-AC 9560
Intel® Wireless-AC 9462
Intel® Wireless-AC 9461
Intel® Wireless-AC 9260
Windows 10 & 11
UEFI
CVE-2022-38076
Intel® Dual Band Wireless-AC 3168
Intel® Wireless 7265 (Rev D) Family
Intel® Dual Band Wireless-AC 3165
Intel® Dual Band Wireless-AC 8265
Intel® Dual Band Wireless-AC 8260
Intel® Wireless-AC 9560
Intel® Wireless-AC 9462
Intel® Wireless-AC 9461
Intel® Wireless-AC 9260
Linux
Chrome OS
CVE-2022-38076
Killer™ Wireless-AC 1550
Windows 10 & 11  1When adapter is used on 13th Generation Intel® Core Processor platforms.
2When adapter is used on any platform.","Windows:
Intel recommends updating Intel® PROSet/Wireless WiFi software to version 22.200 or later.
Updates are available for download at this location:
https://www.intel.com/content/www/us/en/download/19351

Important note regarding the mitigation ofCVE-2022-27635:
For the below Intel vPro® platforms that have Intel® Active Management Technology (AMT) provisioned and Wireless AMT enabled, the CSME version needs to be updated to the below version or newer. Platform
CSME Version or newer
Affected Wireless Device
12th Generation Intel® Core Processor
 -P series
16.1.25.1865v6.1
Intel® Wi-Fi 6E AX211 
Intel® Wi-Fi 6E AX210
12th Generation Intel® Core Processor
 -M,-S or -SBGA series
16.1.25.1885v2
Intel® Wi-Fi 6E AX211 
Intel® Wi-Fi 6E AX210
11th Generation Intel®  Core Processors
 500 series chipset
15.0.42.2235
Intel® Wi-Fi 6E AX210
11th Generation Intel®  Core Processors
 400 series chipset
14.1.67.2046
Intel® Wi-Fi 6E AX210
11th Generation Intel® Core Processor
 -U series 500 series chipset
15.0.42.2268
Intel® Wi-Fi 6E AX210 Embedded 
 (IOT platform with Linux OS) Intel recommends that users of Intel® vPRO® CSME WiFi products update to the latest version provided by the system manufacturer that addresses these issues. Intel recommends updating Killer™ WiFi software to version34.22.1163 or later.
Updates for Killer™ products are available for download at this location:
https://www.intel.com/content/www/us/en/download/19779  UEFI: UEFI firmware to version 3.2.20.23023 (includes versions 2.2.20.23023 and 1.2.20.23023)or later.
Please contact your OEM support group to obtain the correct driver version. Chrome OS:
Intel® PROSet/Wireless WiFi drivers to mitigate this vulnerability will be up streamed to Chromium by August 08, 2023.  For any Google Chrome OS solution and schedule, please contact Google directly. Linux OS:
Intel® PROSet/Wireless WiFi drivers to mitigate this vulnerability will be up streamed by August 08, 2023.  Consult the regular open-source channels to obtain this update."
Intel® PCSD BIOS Advisory,INTEL-SA-00742,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00742.html,['CVE-2022-34657'],Improper input validation in firmware for some Intel(R) PCSD BIOS before version 02.01.0013 may allow a privileged user to potentially enable information disclosure via local access.,,,,,"Intel® PCSD BIOS before version 02.01.0013 in the following products: Intel® Server Board:
S2600WFT, S2600WFTF, S2600WFTR, S2600WFQ, S2600WFQR, S2600WF0, S2600WF0R.


Intel® Server System:
R1208WFQYSR, R1208WFTYS, R1208WFTYSR.
R1304WF0YS, R1304WF0YSR, R1304WFTYS, R1304WFTYSR.
R2208WF0ZS, R2208WF0ZSR, R2208WFQZS, R2208WFQZSR, R2208WFTZS, R2208WFTZSR.
R2224WFQZS, R2224WFTZS, R2224WFTZSR.
R2308WFTZS, R2308WFTZSR.
R2312WF0NP, R2312WF0NPR, R2312WFQZS, R2312WFTZS, R2312WFTZSR.",Intel recommends updating Intel® PCSD BIOS to version 02.01.0013 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/19078/
Intel® SSD Tools Software Advisory,INTEL-SA-00690,"August 8, 2023","August 8, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00690.html,"['CVE-2023-28736', 'CVE-2023-28938']",Uncontrolled resource consumption in some Intel(R) SSD Tools software before version mdadm-4.2-rc2 may allow a priviledged user to potentially enable denial of service via local access.,,,,,Intel® SSD Tools software before version mdadm-4.2-rc2.,Intel recommends updating Intel® SSD Tools software to version mdadm-4.2-rc2 or later. Updates are available for download at this location: https://git.kernel.org/pub/scm/utils/mdadm/mdadm.git
Intel® i915 Graphics Drivers for Linux Advisory,INTEL-SA-00886,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00886.html,['CVE-2023-28410'],Improper restriction of operations within the bounds of a memory buffer in some Intel(R) i915 Graphics drivers for linux before kernel version 6.2.10 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® i915 Graphics for Linux before kernel version 6.2.10.,
Intel® Pathfinder for RISC-V Advisory,INTEL-SA-00855,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00855.html,['CVE-2023-27386'],Uncontrolled search path in some Intel(R) Pathfinder for RISC-V software may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Pathfinder for RISC-V all versions. ,
Intel® NUC Software Studio Service Installer Advisory,INTEL-SA-00854,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00854.html,['CVE-2022-38103'],Insecure inherited permissions in the Intel(R) NUC Software Studio Service installer before version 1.17.38.0 may allow an authenticated user to potentially enable escalation of privilege via local access,,,,,Intel® NUC Software Studio Service before version 1.17.38.0. ,
WULT Software Advisory,INTEL-SA-00853,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00853.html,['CVE-2023-27298'],Uncontrolled search path in the WULT software maintained by Intel(R) before version 1.0.0 (commit id 592300b) may allow an unauthenticated user to potentially enable escalation of privilege via network access.,,,,,WULT software maintained by Intel® before version 1.0.0 (commit id 592300b). ,
Intel® Retail Edge Mobile App Advisory,INTEL-SA-00847,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00847.html,"['CVE-2022-41690', 'CVE-2023-25772', 'CVE-2022-46279']",Improper access control in the Intel(R) Retail Edge Mobile android application before version 3.0.301126-RELEASE may allow an authenticated user to potentially enable information disclosure via local access.,,,,,Intel® Retail Edge Mobile iOS application before version IREP App iOS 3.4.7. Intel® Retail Edge Mobile android application before version 3.0.301145-RELEASE. ,
Intel® Server Board BMC Firmware Advisory,INTEL-SA-00839,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00839.html,"['CVE-2023-22661', 'CVE-2023-22297', 'CVE-2023-25545', 'CVE-2023-22442', 'CVE-2023-22379', 'CVE-2023-25776', 'CVE-2023-28411', 'CVE-2023-25175', 'CVE-2023-24475', 'CVE-2023-22443']",Integer overflow in some Intel(R) Server Board BMC firmware before version 2.90 may allow a privileged user to enable denial of service via local access.,,,,,Intel® Server Board M50CYP Family BMC firmware before version 2.90. Intel® Server Board D50TNP Family BMC firmware before version 2.90. ,
Intel® NUC Pro Software Suite Advisory,INTEL-SA-00834,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00834.html,"['CVE-2022-46656', 'CVE-2022-36391', 'CVE-2022-34848', 'CVE-2022-34855', 'CVE-2022-32578']",Improper access control for the Intel(R) NUC Pro Software Suite before version 2.0.0.3 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® NUC Pro Software Suite before version 2.0.0.3. ,
Intel® HDMI Firmware Update Tool for NUC Advisory,INTEL-SA-00833,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00833.html,"['CVE-2022-40971', 'CVE-2022-21162']",Uncontrolled search path for the Intel(R) HDMI Firmware Update Tool for NUC before version 1.79.1.1 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® HDMI Firmware Update Tool for NUC before version 1.79.1.1. ,
Intel® SCS Add-on Software Installer Advisory,INTEL-SA-00832,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00832.html,['CVE-2023-22440'],Incorrect default permissions in the Intel(R) SCS Add-on software installer for Microsoft SCCM all versions may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® SCS Add-on software installer for Microsoft SCCM all versions.,
Open CAS Advisory,INTEL-SA-00827,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00827.html,['CVE-2023-22447'],Insertion of sensitive information into log file in the Open CAS software for Linux maintained by Intel before version 22.6.2 may allow a privileged user to potentially enable information disclosure via local access.,,,,,Open CAS software for Linux maintained by Intel before version 22.6.2. ,
Intel® Unite® Android App Advisory,INTEL-SA-00825,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00825.html,"['CVE-2023-25179', 'CVE-2023-23573']",Improper access control in the Intel(R) Unite(R) android application before Release 17 may allow a privileged user to potentially enable information disclosure via local access.,,,,,Intel® Unite® android application before Release 17. ,
Intel® FPGA Firmware Advisory,INTEL-SA-00824,"May 9, 2023","May 9, 2023",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00824.html,['CVE-2022-38787'],Improper input validation in firmware for some Intel(R) FPGA products before version 2.7.0 Hotfix may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Agilex™ 7 FPGA and SoC FPGA product families. Intel® Stratix® 10 FPGA and SoC FPGA product families. ,
